,Date,Location,Site,PitID,latitude,longitude
372,2020-03-28,Grand Mesa,Skyway Open,COGMSO,39.05096,-108.06127
373,2020-05-03,Grand Mesa,Skyway Open,COGMSO,39.04391,-108.06235
374,2020-05-03,Grand Mesa,Skyway Open,COGMSO,39.04395,-108.06235
375,2020-04-21,Grand Mesa,Skyway Open,COGMSO,39.04404,-108.06216
376,2020-04-22,Grand Mesa,Skyway Tree,COGMST,39.04442,-108.06358
377,2020-05-03,Grand Mesa,Skyway Tree,COGMST,39.04467,-108.06346
378,2020-05-03,Grand Mesa,Skyway Tree,COGMST,39.04472,-108.0634
379,2020-03-06,Grand Mesa,Skyway Tree,COGMST,39.0429,-108.06502
380,2020-03-28,Grand Mesa,Skyway Tree,COGMST,39.05107,-108.06255
381,2020-04-01,Grand Mesa,Skyway Tree,COGMST,39.05097,-108.06273
382,2020-04-01,Grand Mesa,Skyway Tree,COGMST,39.05089,-108.06278
383,2020-04-18,Grand Mesa,Skyway Tree,COGMST,39.03043,-108.03216
384,2020-04-21,Grand Mesa,Skyway Tree,COGMST,39.0452,-108.06265
385,2020-04-21,Grand Mesa,Skyway Tree,COGMST,39.04272,-108.06464
386,2020-03-05,Grand Mesa,Mesa West Open,COGMWO,39.03418,-108.2148
387,2020-03-16,Grand Mesa,Mesa West Open,COGMWO,39.04416,-108.06204
388,2020-03-16,Grand Mesa,Mesa West Open,COGMWO,39.03414,-108.21219
389,2020-03-16,Grand Mesa,Mesa West Open,COGMWO,39.0345,-108.21472
390,2020-03-31,Grand Mesa,Mesa West Open,COGMWO,39.03363,-108.21405
391,2020-03-31,Grand Mesa,Mesa West Open,COGMWO,39.0337,-108.21403
392,2020-04-08,Grand Mesa,Mesa West Open,COGMWO,39.03396,-108.21386
393,2020-04-09,Grand Mesa,Mesa West Open,COGMWO,39.03381,-108.21387
394,2020-04-09,Grand Mesa,Mesa West Open,COGMWO,39.03373,-108.21407
395,2020-04-09,Grand Mesa,Mesa West Open,COGMWO,39.03398,-108.2139
396,2020-03-05,Grand Mesa,Mesa West Trees,COGMWT,39.03314,-108.22569
397,2020-03-16,Grand Mesa,Mesa West Trees,COGMWT,39.03355,-108.211
398,2020-03-16,Grand Mesa,Mesa West Trees,COGMWT,39.03332,-108.21158
399,2020-03-31,Grand Mesa,Mesa West Trees,COGMWT,39.03255,-108.21436
400,2020-03-31,Grand Mesa,Mesa West Trees,COGMWT,39.03246,-108.21367
401,2020-04-09,Grand Mesa,Mesa West Trees,COGMWT,39.03238,-108.21375
402,2020-04-09,Grand Mesa,Mesa West Trees,COGMWT,39.03237,-108.21373
403,2020-01-22,NW,FF,2,40.03213,-105.54619
404,2020-01-22,NW,FF,3,40.03213,-105.54619
405,2020-01-22,NW,FF,1,40.03213,-105.54619
406,2020-01-22,NW,FS,1,40.04017,-105.55717
407,2020-02-12,NW,FS,3,40.04009,-105.55703
408,2020-02-12,NW,FS,2,40.03998,-105.55703
409,2020-02-12,NW,FS,1,40.03987,-105.55703
410,2020-01-22,NW,FN,2,40.03317,-105.55362
411,2020-02-12,NW,FN,1,40.03212,-105.54606
412,2020-02-12,NW,FF,1,40.03208,-105.54626
413,2020-02-12,NW,FF,2,40.03212,-105.54606
414,2020-01-22,NW,OF ,3,40.03606,-105.55197
415,2020-02-12,NW,OF,1,40.0357,-105.552
416,2020-02-12,NW,OF,3,40.03588,-105.55221
417,2020-02-12,NW,OF,2,40.03581,-105.55206
418,2020-03-11,NW,FF,2,40.03188,-105.54714
419,2020-03-11,NW,FF,1,4.10115,-105.42057
420,2020-03-11,NW,FF,3,40.03193,-105.5472
421,2020-03-11,NW,FN,1,40.03316,-105.55348
422,2020-03-11,NW,FN,2,40.03323,-105.55354
423,2020-03-11,NW,FN,3,40.03318,-105.55361
424,2020-04-22,NW,OF,2,40.03568,-105.55187
425,2020-03-11,NW,OF,1,40.03575,-105.55209
426,2020-05-13,NW,FF,1,40.03148,-105.54673
427,2020-03-11,NW,OF,2,40.03569,-105.55199
428,2020-03-11,NW,OF,3,40.03573,-105.5519
429,2020-04-22,NW,FF,1,40.03315,-105.5435
430,2020-04-22,NW,OF,1,40.03568,-105.55187
431,2020-05-13,NW,FF,2,4.10148,-105.42023
432,2020-05-13,NW,FF,3,40.03155,-105.54669
433,2020-05-13,NW,FN,2,40.0336,-105.55424
434,2020-05-13,NW,FN,1,40.03363,-105.55426
435,2020-05-13,NW,FN,3,40.03361,-105.55409
436,2020-05-13,NW,FN,4,40.0337,-105.55403
437,2020-05-13,NW,FS,1,40.04022,-105.55691
438,2020-05-13,NW,FS,2,40.04037,-105.55691
439,2020-05-13,NW,FS,3,40.04027,-105.55684
440,2020-05-13,NW,FS,4,40.04036,-105.55672
441,2020-05-13,NW,OF,1,40.03576,-105.55216
442,2020-05-13,NW,OF,3,40.03563,-105.55199
443,2020-05-13,NW,OF,4,40.03563,-105.5519
444,2020-01-22,NW,OF,1,40.03604,-105.5524
445,2020-01-22,NW,OF,2,40.03604,-105.55224
446,2020-01-22,NW,FN,1,4.09605,-105.42564
447,2020-01-22,NW,FN,3,40.03314,-105.55338
448,2020-01-22,NW,FS,2,40.0403,-105.55697
449,2020-01-22,NW,FS,3,40.04032,-105.5569
450,2020-03-11,NW,FS,2,38.92659,-106.97971
451,2020-03-11,NW,FS,1,40.04034,-105.55724
452,2020-03-11,NW,FS,3,40.04025,-105.55724
453,2020-05-13,NW,OF,2,40.03574,-105.5521
