Identifier,State,Location,Site,PitID,Date,Time,Density,LWC,Temp,Strat,"Interval
Board","Perimeter
Depths",Flag,Photo Package
CONWFN_20200513_0944,CO,Niwot Ridge,Forest North,CONWFN,2020-05-13,09:44,y,n,y,y,n,n,,"book1, book2"
CONWFN_20200513_1000,CO,Niwot Ridge,Forest North,CONWFN,2020-05-13,10:00,y,n,y,y,n,n,BDG,book1
CONWFN_20200513_1024,CO,Niwot Ridge,Forest North,CONWFN,2020-05-13,10:24,y,n,y,y,n,n,BDG,"book1, book2"
CONWFN_20200513_1048,CO,Niwot Ridge,Forest North,CONWFN,2020-05-13,10:48,y,n,y,y,n,n,BDG,"book1, book2"
CONWFS_20200122_1400,CO,Niwot Ridge,Forest South,CONWFS,2020-01-22,14:00,y,n,y,y,n,n,STCom,"book1, book2"
CONWFS_20200122_1405,CO,Niwot Ridge,Forest South,CONWFS,2020-01-22,14:05,y,n,y,y,n,n,,"book1, book2"
CONWFS_20200122_1406,CO,Niwot Ridge,Forest South,CONWFS,2020-01-22,14:06,y,n,y,y,n,n,BDG,"book1, book2"
CONWFS_20200212_1040,CO,Niwot Ridge,Forest South,CONWFS,2020-02-12,10:40,y,n,y,y,n,n,STCom,"book1, book2"
CONWFS_20200212_1100,CO,Niwot Ridge,Forest South,CONWFS,2020-02-12,11:00,y,n,y,y,n,n,STCom,"book1, book2"
CONWFS_20200212_1108,CO,Niwot Ridge,Forest South,CONWFS,2020-02-12,11:08,y,n,y,y,n,n,,"book1, book2"
CONWFS_20200311_0930,CO,Niwot Ridge,Forest South,CONWFS,2020-03-11,09:30,y,n,y,y,n,n,,"book1, book2"
CONWFS_20200311_0931,CO,Niwot Ridge,Forest South,CONWFS,2020-03-11,09:31,y,n,y,y,n,n,,"book1, book2"
CONWFS_20200311_1010,CO,Niwot Ridge,Forest South,CONWFS,2020-03-11,10:10,y,n,y,y,n,n,,"book1, book2"
CONWFS_20200513_0915,CO,Niwot Ridge,Forest South,CONWFS,2020-05-13,09:15,y,n,y,y,n,n,,"book1, book2"
CONWFS_20200513_0930,CO,Niwot Ridge,Forest South,CONWFS,2020-05-13,09:30,y,n,y,y,n,n,,"book1, book2"
CONWFS_20200513_0945,CO,Niwot Ridge,Forest South,CONWFS,2020-05-13,09:45,y,n,y,y,n,n,,"book1, book2"
CONWFS_20200513_1000,CO,Niwot Ridge,Forest South,CONWFS,2020-05-13,10:00,y,n,y,y,n,n,,"book1, book2"
CONWOF_20200122_1100,CO,Niwot Ridge,Open Flat,CONWOF,2020-01-22,11:00,y,n,y,y,n,n,STCom,"book1, book2"
CONWOF_20200122_1115,CO,Niwot Ridge,Open Flat,CONWOF,2020-01-22,11:15,y,n,y,y,n,n,,"book1, book2"
CONWOF_20200122_1140,CO,Niwot Ridge,Open Flat,CONWOF,2020-01-22,11:40,y,n,y,y,n,n,,"book1, book2"
CONWOF_20200212_1254,CO,Niwot Ridge,Open Flat,CONWOF,2020-02-12,12:54,y,n,y,y,n,n,BDG,"book1, book2"
CONWOF_20200212_1300,CO,Niwot Ridge,Open Flat,CONWOF,2020-02-12,13:00,y,n,y,y,n,n,,"book1, book2"
CONWOF_20200212_1310,CO,Niwot Ridge,Open Flat,CONWOF,2020-02-12,13:10,y,n,y,y,n,n,,"book1, book2"
CONWOF_20200311_1100,CO,Niwot Ridge,Open Flat,CONWOF,2020-03-11,11:00,y,n,y,y,n,n,BDG,"book1, book2"
CONWOF_20200311_1118,CO,Niwot Ridge,Open Flat,CONWOF,2020-03-11,11:18,y,n,y,y,n,n,,"book1, book2"
CONWOF_20200311_1145,CO,Niwot Ridge,Open Flat,CONWOF,2020-03-11,11:45,y,n,y,y,n,n,,"book1, book2"
CONWOF_20200422_1054,CO,Niwot Ridge,Open Flat,CONWOF,2020-04-22,10:54,y,n,y,y,n,n,BDG,"book1, book2"
CONWOF_20200422_1155,CO,Niwot Ridge,Open Flat,CONWOF,2020-04-22,11:55,y,n,y,y,n,n,"MDG, BDG","book1, book2"
CONWOF_20200513_1050,CO,Niwot Ridge,Open Flat,CONWOF,2020-05-13,10:50,y,n,y,y,n,n,,"book1, book2"
CONWOF_20200513_1105,CO,Niwot Ridge,Open Flat,CONWOF,2020-05-13,11:05,y,n,y,y,n,n,BDG,"book1, book2"
CONWOF_20200513_1115,CO,Niwot Ridge,Open Flat,CONWOF,2020-05-13,11:15,y,n,y,y,n,n,,book1
CONWOF_20200513_1130,CO,Niwot Ridge,Open Flat,CONWOF,2020-05-13,11:30,y,n,y,y,n,n,,"book1, book2"
CONWSA_20191218_1300,CO,Niwot Ridge,Saddle,CONWSA,2019-12-18,13:00,y,n,y,y,n,y,,"book1, book2"
CONWSA_20200129_1030,CO,Niwot Ridge,Saddle,CONWSA,2020-01-29,10:30,y,n,y,y,y,y,,book1
CONWSA_20200205_1145,CO,Niwot Ridge,Saddle,CONWSA,2020-02-05,11:45,y,n,y,y,n,y,,"book1, book2, east, north, south, west"
CONWSA_20200212_1045,CO,Niwot Ridge,Saddle,CONWSA,2020-02-12,10:45,n,n,y,y,n,y,"TDG, MDG, BDG","book1, book2"
CONWSA_20200219_1032,CO,Niwot Ridge,Saddle,CONWSA,2020-02-19,10:32,y,n,y,y,y,y,,"book1, book2, east, north, south, up, west"
CONWSA_20200226_1016,CO,Niwot Ridge,Saddle,CONWSA,2020-02-26,10:16,y,n,y,y,y,y,BDG,"book1, book2, east, north, pit, south, west"
CONWSA_20200304_1006,CO,Niwot Ridge,Saddle,CONWSA,2020-03-04,10:06,y,n,y,y,y,y,,"book1, book2, east, north, pit, pit2, south, west"
CASHFO_20191220_1231,CA,Sagehen Creek,Forest,CASHFO,2019-12-20,12:31,y,y,y,y,n,y,MW,"book1, east, north, pit, south, up, west"
CASHFO_20200129_1053,CA,Sagehen Creek,Forest,CASHFO,2020-01-29,10:53,y,y,y,y,y,y,TDG,"book1, east, north, pit, south, up, west"
CASHFO_20200212_0919,CA,Sagehen Creek,Forest,CASHFO,2020-02-12,09:19,y,y,y,y,y,y,TDG,"book1, east, north, pit, south, up, west"
CASHFO_20200219_1000,CA,Sagehen Creek,Forest,CASHFO,2020-02-19,10:00,y,y,y,y,y,y,TDG,"book1, east, north, pit, south, up, west"
CASHFO_20200226_1000,CA,Sagehen Creek,Forest,CASHFO,2020-02-26,10:00,y,y,y,y,y,y,,"book1, east, north, pit, south, up, west"
CASHFO_20200304_0925,CA,Sagehen Creek,Forest,CASHFO,2020-03-04,09:25,y,y,y,y,y,y,,"book1, book2, east, north, pit, south, up, west"
CASHFO_20200311_0823,CA,Sagehen Creek,Forest,CASHFO,2020-03-11,08:23,y,y,y,y,y,y,,"book1, east, north, pit, south, up, west"
CASHOP_20191220_1123,CA,Sagehen Creek,Open,CASHOP,2019-12-20,11:23,y,y,y,y,n,y,,"book1, pit"
CASHOP_20200129_1057,CA,Sagehen Creek,Open,CASHOP,2020-01-29,10:57,y,y,y,y,y,y,,"book1, east, north, pit, south, up, west"
CASHOP_20200212_0938,CA,Sagehen Creek,Open,CASHOP,2020-02-12,09:38,y,y,y,y,y,y,,"book1, east, north, pit, south, up, west"
CASHOP_20200219_1021,CA,Sagehen Creek,Open,CASHOP,2020-02-19,10:21,y,n,y,y,y,y,,"book1, east, north, pit, south, up, west"
CASHOP_20200226_1016,CA,Sagehen Creek,Open,CASHOP,2020-02-26,10:16,y,y,y,y,y,n,,"book1, east, north, pit, south, west"
CASHOP_20200304_0957,CA,Sagehen Creek,Open,CASHOP,2020-03-04,09:57,y,y,y,y,y,y,STCom,"book1, east, north, pit, south, up, west"
CASHOP_20200311_0850,CA,Sagehen Creek,Open,CASHOP,2020-03-11,08:50,y,y,y,y,y,y,,"book1, east, north, pit, south, up, west"
CASHT4_20200129_1415,CA,Sagehen Creek,Tower 4,CASHT4,2020-01-29,14:15,y,y,y,y,n,y,MW,"book1, east, north, pit, south, up, west"
CASHT4_20200212_1050,CA,Sagehen Creek,Tower 4,CASHT4,2020-02-12,10:50,y,y,y,y,y,y,MW,"book1, book2, east, north, pit, south, up, west"
CASHT4_20200219_1230,CA,Sagehen Creek,Tower 4,CASHT4,2020-02-19,12:30,y,y,y,y,y,y,MW,"book1, east, north, pit, south, up, west"
CASHT4_20200226_1201,CA,Sagehen Creek,Tower 4,CASHT4,2020-02-26,12:01,y,n,y,y,y,y,MW,"book1, east, north, pit, south, west"
CASHT4_20200304_1058,CA,Sagehen Creek,Tower 4,CASHT4,2020-03-04,10:58,y,y,y,y,y,y,MW,"book1, east, north, pit, south, up, west"
CASHT4_20200311_1045,CA,Sagehen Creek,Tower 4,CASHT4,2020-03-11,10:45,y,y,y,y,y,y,"MW, STCom","book1, east, north, south, up, west"
COSBSB_20191218_1415,CO,Senator Beck,Senator Beck,COSBSB,2019-12-18,14:15,y,n,y,y,n,y,STCom,"book1, book2, east, north, pit, south, up, west"
COSBSB_20200201_0950,CO,Senator Beck,Senator Beck,COSBSB,2020-02-01,09:50,y,n,y,y,y,y,STCom,"book1, book2, east, north, pit, south, up, west"
COSBSB_20200219_1240,CO,Senator Beck,Senator Beck,COSBSB,2020-02-19,12:40,y,n,y,y,y,y,,"book1, book2, east, north, pit, south, up, west"
COSBSB_20200226_1250,CO,Senator Beck,Senator Beck,COSBSB,2020-02-26,12:50,y,n,y,y,y,y,,"book1, book2, east, north, pit, south, up, west"
COSBSB_20200304_1215,CO,Senator Beck,Senator Beck,COSBSB,2020-03-04,12:15,y,n,y,y,y,y,STCom,"book1, book2, east, north, pit, south, up, west"
COSBSA_20191218_0915,CO,Senator Beck,Swamp Angel,COSBSA,2019-12-18,09:15,y,n,y,y,y,y,,"book1, book2, east, north, pit, south, up, west"
COSBSA_20200122_1235,CO,Senator Beck,Swamp Angel,COSBSA,2020-01-22,12:35,y,n,y,y,y,y,,"book1, book2, east, north, pit, south, up, west"
COSBSA_20200129_1205,CO,Senator Beck,Swamp Angel,COSBSA,2020-01-29,12:05,y,n,y,y,y,y,STLay,"book1, book2, east, north, pit, south, up, west"
COSBSA_20200212_1236,CO,Senator Beck,Swamp Angel,COSBSA,2020-02-12,12:36,y,n,y,y,y,y,,"book1, book2, east, north, pit, south, up, west"
COSBSA_20200219_1446,CO,Senator Beck,Swamp Angel,COSBSA,2020-02-19,14:46,y,n,y,y,y,y,STLay,"book1, book2, east, north, pit, south, up, west"
COSBSA_20200226_1444,CO,Senator Beck,Swamp Angel,COSBSA,2020-02-26,14:44,y,n,y,y,y,y,STLay,"book1, book2, east, north, pit, south, up, west"
COSBSA_20200304_1410,CO,Senator Beck,Swamp Angel,COSBSA,2020-03-04,14:10,y,n,y,y,y,y,"BDG, STLay","book1, book2, east, north, pit, south, up, west"
COSBSA_20200311_1125,CO,Senator Beck,Swamp Angel,COSBSA,2020-03-11,11:25,y,y,y,y,y,y,STCom,"book1, book2, east, north, pit, south, up, west"
